=== TRAINING UPDATES SUMMARY (Chain 0) ===

--- Chain 0 (5 jobs) ---
  Iter  500 | [Alice] Loss=+0.0554  Val=0.8876  Rew=3.6992  Ent=0.0500  || [Bob]   Loss=-0.0047  Val=0.2787  Rew=0.0032  ABC=-1.0440  SR=0.1486
  Iter  527 | [Alice] Loss=+0.1114  Val=0.5996  Rew=2.2402  Ent=0.0500  || [Bob]   Loss=+0.0176  Val=0.3128  Rew=0.0032  ABC=-1.0996  SR=0.2319
  Iter  527 | [Alice] Loss=+0.0821  Val=0.7445  Rew=2.7871  Ent=0.0500  || [Bob]   Loss=+0.0026  Val=0.2931  Rew=0.0039  ABC=-1.1078  SR=0.2260
  Iter  527 | [Alice] Loss=+0.2115  Val=0.7148  Rew=2.6406  Ent=0.0500  || [Bob]   Loss=+0.0050  Val=0.4393  Rew=0.0053  ABC=-1.1053  SR=0.3564
  Iter  527 | [Alice] Loss=+0.2164  Val=0.3721  Rew=1.4219  Ent=0.0500  || [Bob]   Loss=+0.0074  Val=0.2512  Rew=0.0016  ABC=-1.1249  SR=0.1852
  Iter  528 | [Alice] Loss=+0.1715  Val=0.8171  Rew=2.7109  Ent=0.0500  || [Bob]   Loss=+0.0186  Val=0.2443  Rew=0.0033  ABC=-1.1034  SR=0.2038
  Iter  528 | [Alice] Loss=+0.1396  Val=0.3897  Rew=1.5898  Ent=0.0500  || [Bob]   Loss=+0.0147  Val=0.2377  Rew=0.0016  ABC=-1.0969  SR=0.1602
  Iter  528 | [Alice] Loss=+0.0892  Val=0.5743  Rew=2.3008  Ent=0.0500  || [Bob]   Loss=-0.0030  Val=0.3049  Rew=0.0031  ABC=-1.0978  SR=0.1964
  Iter  528 | [Alice] Loss=+0.0373  Val=0.8106  Rew=2.7969  Ent=0.0500  || [Bob]   Loss=+0.0089  Val=0.3288  Rew=0.0040  ABC=-1.0836  SR=0.2542
  Iter  528 | [Alice] Loss=+0.0170  Val=0.3765  Rew=1.4668  Ent=0.0500  || [Bob]   Loss=+0.0052  Val=0.2296  Rew=0.0011  ABC=-1.0906  SR=0.1467
  Iter  529 | [Alice] Loss=+0.1744  Val=0.8461  Rew=2.8262  Ent=0.0500  || [Bob]   Loss=+0.0104  Val=0.2080  Rew=0.0025  ABC=-1.1097  SR=0.1601
  Iter  529 | [Alice] Loss=+0.2794  Val=0.2508  Rew=1.0078  Ent=0.0500  || [Bob]   Loss=+0.0088  Val=0.2262  Rew=0.0010  ABC=-1.1323  SR=0.2000
  Iter  529 | [Alice] Loss=+0.0956  Val=0.4133  Rew=1.7246  Ent=0.0500  || [Bob]   Loss=+0.0053  Val=0.3620  Rew=0.0036  ABC=-1.1201  SR=0.2641
  Iter  529 | [Alice] Loss=+0.0479  Val=0.6437  Rew=2.5371  Ent=0.0500  || [Bob]   Loss=+0.0086  Val=0.3865  Rew=0.0045  ABC=-1.0792  SR=0.2656
  Iter  529 | [Alice] Loss=+0.0154  Val=0.4474  Rew=1.7422  Ent=0.0500  || [Bob]   Loss=+0.0150  Val=0.2505  Rew=0.0020  ABC=-1.0533  SR=0.2151
  Iter  530 | [Alice] Loss=+0.0953  Val=0.5800  Rew=1.8711  Ent=0.0500  || [Bob]   Loss=+0.0095  Val=0.2386  Rew=0.0021  ABC=-1.1008  SR=0.1625
  Iter  530 | [Alice] Loss=+0.0872  Val=0.7605  Rew=2.8086  Ent=0.0500  || [Bob]   Loss=+0.0233  Val=0.2339  Rew=0.0026  ABC=-1.0809  SR=0.2137
  Iter  530 | [Alice] Loss=+0.1264  Val=0.3388  Rew=1.3613  Ent=0.0500  || [Bob]   Loss=+0.0089  Val=0.3738  Rew=0.0025  ABC=-1.1181  SR=0.2695
  Iter  530 | [Alice] Loss=+0.0981  Val=0.4323  Rew=1.8867  Ent=0.0500  || [Bob]   Loss=+0.0047  Val=0.3953  Rew=0.0039  ABC=-1.1195  SR=0.2557
  Iter  530 | [Alice] Loss=+0.0160  Val=0.4934  Rew=1.8008  Ent=0.0500  || [Bob]   Loss=+0.0127  Val=0.2725  Rew=0.0023  ABC=-1.0356  SR=0.2139
  Iter  531 | [Alice] Loss=+0.1374  Val=0.6648  Rew=2.3203  Ent=0.0500  || [Bob]   Loss=+0.0162  Val=0.2902  Rew=0.0032  ABC=-1.1157  SR=0.2432
  Iter  531 | [Alice] Loss=+0.0606  Val=0.6821  Rew=2.4473  Ent=0.0500  || [Bob]   Loss=+0.0207  Val=0.2115  Rew=0.0018  ABC=-1.0228  SR=0.1365
  Iter  531 | [Alice] Loss=+0.1126  Val=0.4803  Rew=1.8613  Ent=0.0500  || [Bob]   Loss=+0.0063  Val=0.2916  Rew=0.0025  ABC=-1.1304  SR=0.2328
  Iter  531 | [Alice] Loss=+0.1391  Val=0.3015  Rew=1.3496  Ent=0.0500  || [Bob]   Loss=+0.0212  Val=0.3834  Rew=0.0028  ABC=-1.1250  SR=0.2825
  Iter  531 | [Alice] Loss=+0.0136  Val=0.5595  Rew=1.9609  Ent=0.0500  || [Bob]   Loss=-0.0022  Val=0.2556  Rew=0.0019  ABC=-1.0573  SR=0.1917
  Iter  532 | [Alice] Loss=+0.1412  Val=0.8640  Rew=2.9121  Ent=0.0500  || [Bob]   Loss=+0.0107  Val=0.1929  Rew=0.0024  ABC=-1.1186  SR=0.1661
  Iter  532 | [Alice] Loss=+0.0600  Val=0.9912  Rew=3.4277  Ent=0.0500  || [Bob]   Loss=+0.0309  Val=0.1475  Rew=0.0019  ABC=-1.0772  SR=0.1480
  Iter  532 | [Alice] Loss=+0.1207  Val=0.5632  Rew=2.1543  Ent=0.0500  || [Bob]   Loss=+0.0153  Val=0.2966  Rew=0.0030  ABC=-1.1128  SR=0.2353
  Iter  532 | [Alice] Loss=+0.1936  Val=0.2245  Rew=0.9746  Ent=0.0500  || [Bob]   Loss=+0.0164  Val=0.4663  Rew=0.0024  ABC=0.0000  SR=0.3134
  Iter  532 | [Alice] Loss=+0.0116  Val=0.5709  Rew=2.2266  Ent=0.0500  || [Bob]   Loss=+0.0065  Val=0.2301  Rew=0.0024  ABC=-1.0458  SR=0.1795
  Iter  533 | [Alice] Loss=+0.0657  Val=0.8760  Rew=2.8984  Ent=0.0500  || [Bob]   Loss=+0.0120  Val=0.2532  Rew=0.0028  ABC=-1.0735  SR=0.1809
  Iter  533 | [Alice] Loss=+0.0874  Val=0.9014  Rew=3.0254  Ent=0.0500  || [Bob]   Loss=+0.0270  Val=0.2508  Rew=0.0033  ABC=-1.1089  SR=0.1770
  Iter  533 | [Alice] Loss=+0.1432  Val=0.7102  Rew=2.5488  Ent=0.0500  || [Bob]   Loss=+0.0126  Val=0.2918  Rew=0.0041  ABC=-1.1257  SR=0.2730
  Iter  533 | [Alice] Loss=+0.1867  Val=0.2717  Rew=1.0820  Ent=0.0500  || [Bob]   Loss=+0.0119  Val=0.4047  Rew=0.0025  ABC=-1.1296  SR=0.3672
  Iter  533 | [Alice] Loss=+0.0086  Val=0.6329  Rew=2.2930  Ent=0.0500  || [Bob]   Loss=+0.0030  Val=0.2866  Rew=0.0026  ABC=-1.0775  SR=0.1992
  Iter  534 | [Alice] Loss=+0.0958  Val=0.7372  Rew=2.7480  Ent=0.0500  || [Bob]   Loss=+0.0081  Val=0.2616  Rew=0.0036  ABC=-1.0957  SR=0.1975
  Iter  534 | [Alice] Loss=+0.1157  Val=0.7298  Rew=2.7656  Ent=0.0500  || [Bob]   Loss=+0.0179  Val=0.1926  Rew=0.0024  ABC=-1.1230  SR=0.1574
  Iter  534 | [Alice] Loss=+0.0639  Val=0.8851  Rew=2.9551  Ent=0.0500  || [Bob]   Loss=+0.0048  Val=0.2803  Rew=0.0040  ABC=-1.1030  SR=0.2417
  Iter  534 | [Alice] Loss=+0.1421  Val=0.6633  Rew=2.4199  Ent=0.0500  || [Bob]   Loss=+0.0086  Val=0.3576  Rew=0.0043  ABC=-1.1188  SR=0.3231
  Iter  534 | [Alice] Loss=+0.0040  Val=0.7082  Rew=2.6875  Ent=0.0500  || [Bob]   Loss=+0.0022  Val=0.2119  Rew=0.0023  ABC=-1.0458  SR=0.1597
  Iter  535 | [Alice] Loss=+0.0830  Val=0.4397  Rew=1.8066  Ent=0.0500  || [Bob]   Loss=+0.0110  Val=0.2954  Rew=0.0028  ABC=-1.1066  SR=0.2056
  Iter  535 | [Alice] Loss=+0.1886  Val=0.6579  Rew=2.2910  Ent=0.0500  || [Bob]   Loss=+0.0176  Val=0.2579  Rew=0.0028  ABC=-1.1297  SR=0.2283
  Iter  535 | [Alice] Loss=+0.0815  Val=0.7514  Rew=2.5449  Ent=0.0500  || [Bob]   Loss=+0.0009  Val=0.3113  Rew=0.0035  ABC=-1.1013  SR=0.2107
  Iter  535 | [Alice] Loss=+0.0513  Val=0.8506  Rew=2.9590  Ent=0.0500  || [Bob]   Loss=+0.0144  Val=0.3507  Rew=0.0048  ABC=-1.0792  SR=0.2722
  Iter  535 | [Alice] Loss=+0.0102  Val=0.6491  Rew=2.4316  Ent=0.0500  || [Bob]   Loss=+0.0094  Val=0.2398  Rew=0.0023  ABC=-1.0642  SR=0.1639
  Iter  536 | [Alice] Loss=+0.0949  Val=0.5075  Rew=1.9043  Ent=0.0500  || [Bob]   Loss=+0.0130  Val=0.2955  Rew=0.0025  ABC=-1.0988  SR=0.2376
  Iter  536 | [Alice] Loss=+0.0968  Val=0.9224  Rew=3.0566  Ent=0.0500  || [Bob]   Loss=+0.0118  Val=0.2337  Rew=0.0033  ABC=-1.1005  SR=0.1987
  Iter  536 | [Alice] Loss=+0.1019  Val=0.6609  Rew=2.1621  Ent=0.0500  || [Bob]   Loss=+0.0025  Val=0.2778  Rew=0.0026  ABC=-1.1173  SR=0.1984
  Iter  536 | [Alice] Loss=+0.0536  Val=0.7837  Rew=2.8438  Ent=0.0500  || [Bob]   Loss=+0.0063  Val=0.3168  Rew=0.0042  ABC=-1.0993  SR=0.2308
  Iter  536 | [Alice] Loss=+0.0110  Val=0.6572  Rew=2.3457  Ent=0.0500  || [Bob]   Loss=+0.0055  Val=0.1951  Rew=0.0021  ABC=-1.0409  SR=0.1660
  Iter  537 | [Alice] Loss=+0.1419  Val=0.4642  Rew=1.7812  Ent=0.0500  || [Bob]   Loss=+0.0248  Val=0.3334  Rew=0.0032  ABC=-1.1050  SR=0.2694
  Iter  537 | [Alice] Loss=+0.0659  Val=0.8385  Rew=3.0059  Ent=0.0500  || [Bob]   Loss=+0.0181  Val=0.2682  Rew=0.0039  ABC=-1.0997  SR=0.2187
  Iter  537 | [Alice] Loss=+0.1039  Val=0.7085  Rew=2.3438  Ent=0.0500  || [Bob]   Loss=+0.0062  Val=0.3355  Rew=0.0033  ABC=-1.1135  SR=0.2323
  Iter  537 | [Alice] Loss=+0.0944  Val=0.6143  Rew=2.1738  Ent=0.0500  || [Bob]   Loss=+0.0141  Val=0.3633  Rew=0.0043  ABC=-1.1105  SR=0.2786
  Iter  537 | [Alice] Loss=+0.0095  Val=0.6686  Rew=2.5488  Ent=0.0500  || [Bob]   Loss=+0.0094  Val=0.2749  Rew=0.0029  ABC=-1.0583  SR=0.1950
  Iter  538 | [Alice] Loss=+0.1209  Val=0.5607  Rew=2.2676  Ent=0.0500  || [Bob]   Loss=+0.0210  Val=0.2987  Rew=0.0035  ABC=-1.1164  SR=0.2548
  Iter  538 | [Alice] Loss=+0.1161  Val=0.5473  Rew=1.9160  Ent=0.0500  || [Bob]   Loss=+0.0150  Val=0.2673  Rew=0.0019  ABC=-1.1101  SR=0.1513
  Iter  538 | [Alice] Loss=+0.1236  Val=0.6299  Rew=2.1309  Ent=0.0500  || [Bob]   Loss=+0.0078  Val=0.3477  Rew=0.0035  ABC=-1.1086  SR=0.2539
  Iter  538 | [Alice] Loss=+0.1539  Val=0.2407  Rew=1.0762  Ent=0.0500  || [Bob]   Loss=+0.0064  Val=0.2713  Rew=0.0016  ABC=-1.1262  SR=0.1886
  Iter  538 | [Alice] Loss=+0.0218  Val=0.6338  Rew=2.3164  Ent=0.0500  || [Bob]   Loss=+0.0085  Val=0.3393  Rew=0.0036  ABC=-1.0370  SR=0.2433
  Iter  539 | [Alice] Loss=+0.0856  Val=0.9622  Rew=3.2871  Ent=0.0500  || [Bob]   Loss=+0.0039  Val=0.2453  Rew=0.0029  ABC=-1.1087  SR=0.1837
  Iter  539 | [Alice] Loss=+0.1254  Val=0.3712  Rew=1.4434  Ent=0.0500  || [Bob]   Loss=+0.0138  Val=0.3279  Rew=0.0022  ABC=-1.1153  SR=0.2147
  Iter  539 | [Alice] Loss=+0.1135  Val=0.6396  Rew=2.1406  Ent=0.0500  || [Bob]   Loss=+0.0184  Val=0.3440  Rew=0.0042  ABC=-1.1044  SR=0.2974
  Iter  539 | [Alice] Loss=+0.1942  Val=0.3194  Rew=1.1973  Ent=0.0500  || [Bob]   Loss=-0.0006  Val=0.3759  Rew=0.0022  ABC=-1.1345  SR=0.3106
  Iter  539 | [Alice] Loss=+0.0024  Val=0.7198  Rew=2.5449  Ent=0.0500  || [Bob]   Loss=+0.0068  Val=0.3117  Rew=0.0036  ABC=-1.0415  SR=0.2463
  Iter  540 | [Alice] Loss=+0.0694  Val=1.0040  Rew=3.2969  Ent=0.0500  || [Bob]   Loss=+0.0113  Val=0.2039  Rew=0.0033  ABC=-1.0812  SR=0.1805
  Iter  540 | [Alice] Loss=+0.2051  Val=0.1986  Rew=0.9863  Ent=0.0500  || [Bob]   Loss=+0.0122  Val=0.2665  Rew=0.0011  ABC=0.0000  SR=0.1769
  Iter  540 | [Alice] Loss=+0.1034  Val=0.8133  Rew=2.7793  Ent=0.0500  || [Bob]   Loss=+0.0036  Val=0.2881  Rew=0.0028  ABC=-1.0897  SR=0.1896
  Iter  540 | [Alice] Loss=+0.1199  Val=0.6330  Rew=2.4141  Ent=0.0500  || [Bob]   Loss=+0.0086  Val=0.4261  Rew=0.0042  ABC=-1.1099  SR=0.3140
  Iter  540 | [Alice] Loss=+0.0059  Val=0.7447  Rew=2.7598  Ent=0.0500  || [Bob]   Loss=+0.0027  Val=0.2487  Rew=0.0025  ABC=-1.0495  SR=0.1654
  Iter  541 | [Alice] Loss=+0.0729  Val=0.5940  Rew=2.1777  Ent=0.0500  || [Bob]   Loss=+0.0068  Val=0.2099  Rew=0.0019  ABC=-1.0963  SR=0.1329
  Iter  541 | [Alice] Loss=+0.1957  Val=0.3068  Rew=1.3730  Ent=0.0500  || [Bob]   Loss=+0.0237  Val=0.2712  Rew=0.0017  ABC=-1.1414  SR=0.2817
  Iter  541 | [Alice] Loss=+0.0981  Val=0.7858  Rew=2.6680  Ent=0.0500  || [Bob]   Loss=+0.0110  Val=0.2788  Rew=0.0032  ABC=-1.1154  SR=0.2120
  Iter  541 | [Alice] Loss=+0.0931  Val=0.3866  Rew=1.7090  Ent=0.0500  || [Bob]   Loss=+0.0062  Val=0.3723  Rew=0.0027  ABC=-1.1058  SR=0.2348
  Iter  541 | [Alice] Loss=+0.0060  Val=0.7992  Rew=2.7227  Ent=0.0500  || [Bob]   Loss=+0.0087  Val=0.2896  Rew=0.0036  ABC=-1.0454  SR=0.2215
  Iter  542 | [Alice] Loss=+0.0868  Val=0.5940  Rew=2.1406  Ent=0.0500  || [Bob]   Loss=+0.0101  Val=0.2430  Rew=0.0023  ABC=-1.1038  SR=0.1880
  Iter  542 | [Alice] Loss=+0.1114  Val=0.8836  Rew=3.1699  Ent=0.0500  || [Bob]   Loss=+0.0153  Val=0.1734  Rew=0.0019  ABC=-1.0853  SR=0.1532
  Iter  542 | [Alice] Loss=+0.1121  Val=0.6132  Rew=2.3242  Ent=0.0500  || [Bob]   Loss=+0.0058  Val=0.2836  Rew=0.0029  ABC=-1.1163  SR=0.1835
  Iter  542 | [Alice] Loss=+0.1536  Val=0.3014  Rew=1.4277  Ent=0.0500  || [Bob]   Loss=-0.0046  Val=0.3627  Rew=0.0028  ABC=-1.1288  SR=0.2703
  Iter  542 | [Alice] Loss=+0.0121  Val=0.6607  Rew=2.5234  Ent=0.0500  || [Bob]   Loss=+0.0055  Val=0.2511  Rew=0.0025  ABC=-1.0529  SR=0.1590
  Iter  543 | [Alice] Loss=+0.1275  Val=0.7454  Rew=2.7949  Ent=0.0500  || [Bob]   Loss=+0.0170  Val=0.1980  Rew=0.0026  ABC=-1.1110  SR=0.1857
  Iter  543 | [Alice] Loss=+0.0367  Val=0.6388  Rew=2.2305  Ent=0.0500  || [Bob]   Loss=+0.0194  Val=0.2888  Rew=0.0030  ABC=-1.0657  SR=0.2210
  Iter  543 | [Alice] Loss=+0.1448  Val=0.5806  Rew=2.0430  Ent=0.0500  || [Bob]   Loss=+0.0086  Val=0.2879  Rew=0.0029  ABC=-1.1335  SR=0.2282
  Iter  543 | [Alice] Loss=+0.2018  Val=0.2447  Rew=1.2461  Ent=0.0500  || [Bob]   Loss=-0.0085  Val=0.3383  Rew=0.0017  ABC=-1.1506  SR=0.2083
  Iter  543 | [Alice] Loss=+0.0160  Val=0.6639  Rew=2.3984  Ent=0.0500  || [Bob]   Loss=+0.0090  Val=0.2977  Rew=0.0039  ABC=-1.0515  SR=0.2482
  Iter  544 | [Alice] Loss=+0.1440  Val=0.6839  Rew=2.4961  Ent=0.0500  || [Bob]   Loss=+0.0129  Val=0.2698  Rew=0.0032  ABC=-1.1082  SR=0.1952
  Iter  544 | [Alice] Loss=+0.0463  Val=0.7836  Rew=2.7402  Ent=0.0500  || [Bob]   Loss=+0.0188  Val=0.3179  Rew=0.0043  ABC=-1.0504  SR=0.2651
  Iter  544 | [Alice] Loss=+0.0936  Val=0.4509  Rew=1.5312  Ent=0.0500  || [Bob]   Loss=+0.0022  Val=0.3317  Rew=0.0024  ABC=-1.1166  SR=0.2292
  Iter  544 | [Alice] Loss=+0.1347  Val=0.3485  Rew=1.6816  Ent=0.0500  || [Bob]   Loss=+0.0041  Val=0.3509  Rew=0.0029  ABC=-1.1395  SR=0.2926
  Iter  544 | [Alice] Loss=+0.0223  Val=0.7011  Rew=2.5703  Ent=0.0500  || [Bob]   Loss=-0.0002  Val=0.3114  Rew=0.0035  ABC=-1.0539  SR=0.2207
  Iter  545 | [Alice] Loss=+0.1262  Val=0.7934  Rew=2.8379  Ent=0.0500  || [Bob]   Loss=+0.0124  Val=0.2186  Rew=0.0025  ABC=-1.1006  SR=0.1603
  Iter  545 | [Alice] Loss=+0.0551  Val=0.9096  Rew=3.1738  Ent=0.0500  || [Bob]   Loss=+0.0166  Val=0.2936  Rew=0.0041  ABC=-1.0707  SR=0.2187
  Iter  545 | [Alice] Loss=+0.0986  Val=0.4040  Rew=1.3867  Ent=0.0500  || [Bob]   Loss=+0.0032  Val=0.3595  Rew=0.0026  ABC=-1.1054  SR=0.2733
  Iter  545 | [Alice] Loss=+0.0842  Val=0.5804  Rew=2.3984  Ent=0.0500  || [Bob]   Loss=+0.0129  Val=0.3516  Rew=0.0039  ABC=-1.0951  SR=0.2798
  Iter  545 | [Alice] Loss=+0.0329  Val=0.3306  Rew=1.0938  Ent=0.0500  || [Bob]   Loss=+0.0076  Val=0.3328  Rew=0.0016  ABC=-1.0687  SR=0.1801
  Iter  546 | [Alice] Loss=+0.0675  Val=0.7208  Rew=2.7695  Ent=0.0500  || [Bob]   Loss=+0.0089  Val=0.2125  Rew=0.0023  ABC=-1.0831  SR=0.1616
  Iter  546 | [Alice] Loss=+0.0814  Val=0.8172  Rew=2.8926  Ent=0.0500  || [Bob]   Loss=+0.0076  Val=0.2963  Rew=0.0035  ABC=-1.0822  SR=0.1906
  Iter  546 | [Alice] Loss=+0.1279  Val=0.2910  Rew=1.0215  Ent=0.0500  || [Bob]   Loss=+0.0157  Val=0.3785  Rew=0.0023  ABC=-1.1062  SR=0.2847
  Iter  546 | [Alice] Loss=+0.1187  Val=0.7742  Rew=2.7656  Ent=0.0500  || [Bob]   Loss=+0.0119  Val=0.3242  Rew=0.0038  ABC=-1.1070  SR=0.2572
  Iter  546 | [Alice] Loss=+0.0258  Val=0.3336  Rew=1.1016  Ent=0.0500  || [Bob]   Loss=+0.0030  Val=0.2308  Rew=0.0006  ABC=-1.0606  SR=0.1262
  Iter  547 | [Alice] Loss=+0.0841  Val=0.7023  Rew=2.4336  Ent=0.0500  || [Bob]   Loss=+0.0137  Val=0.2144  Rew=0.0027  ABC=-1.0944  SR=0.2065
  Iter  547 | [Alice] Loss=+0.0625  Val=0.9026  Rew=3.1152  Ent=0.0500  || [Bob]   Loss=+0.0165  Val=0.3167  Rew=0.0047  ABC=-1.0898  SR=0.2328
  Iter  547 | [Alice] Loss=+0.1134  Val=0.4589  Rew=1.6719  Ent=0.0500  || [Bob]   Loss=+0.0111  Val=0.3433  Rew=0.0029  ABC=-1.1151  SR=0.3077
  Iter  547 | [Alice] Loss=+0.1386  Val=0.5811  Rew=2.2617  Ent=0.0500  || [Bob]   Loss=+0.0098  Val=0.3323  Rew=0.0034  ABC=-1.0966  SR=0.2113
  Iter  547 | [Alice] Loss=+0.0187  Val=0.3164  Rew=1.1895  Ent=0.0500  || [Bob]   Loss=+0.0106  Val=0.3472  Rew=0.0022  ABC=-1.0619  SR=0.2639
  Iter  548 | [Alice] Loss=+0.1060  Val=0.4268  Rew=1.4355  Ent=0.0500  || [Bob]   Loss=+0.0094  Val=0.2280  Rew=0.0017  ABC=-1.1162  SR=0.1658
  Iter  548 | [Alice] Loss=+0.0900  Val=0.8812  Rew=3.1191  Ent=0.0500  || [Bob]   Loss=+0.0130  Val=0.2446  Rew=0.0033  ABC=-1.0932  SR=0.1754
  Iter  548 | [Alice] Loss=+0.1011  Val=0.6635  Rew=2.2441  Ent=0.0500  || [Bob]   Loss=+0.0095  Val=0.3114  Rew=0.0034  ABC=-1.1061  SR=0.2655
  Iter  548 | [Alice] Loss=+0.1377  Val=0.4346  Rew=1.9805  Ent=0.0500  || [Bob]   Loss=+0.0027  Val=0.3735  Rew=0.0035  ABC=-1.1103  SR=0.2520
  Iter  548 | [Alice] Loss=+0.0216  Val=0.3490  Rew=1.3145  Ent=0.0500  || [Bob]   Loss=+0.0087  Val=0.3362  Rew=0.0019  ABC=-1.0825  SR=0.2302
  Iter  549 | [Alice] Loss=+0.1432  Val=0.3584  Rew=1.3652  Ent=0.0500  || [Bob]   Loss=+0.0079  Val=0.3350  Rew=0.0022  ABC=-1.1143  SR=0.2353
  Iter  549 | [Alice] Loss=+0.0931  Val=0.6644  Rew=2.4043  Ent=0.0500  || [Bob]   Loss=+0.0219  Val=0.3445  Rew=0.0046  ABC=-1.0847  SR=0.2627
  Iter  549 | [Alice] Loss=+0.0853  Val=0.6117  Rew=2.1465  Ent=0.0500  || [Bob]   Loss=-0.0013  Val=0.3304  Rew=0.0029  ABC=-1.0771  SR=0.2131
  Iter  549 | [Alice] Loss=+0.1098  Val=0.6991  Rew=2.4961  Ent=0.0500  || [Bob]   Loss=+0.0048  Val=0.3307  Rew=0.0032  ABC=-1.1048  SR=0.2371
  Iter  549 | [Alice] Loss=+0.0225  Val=0.4718  Rew=1.5410  Ent=0.0500  || [Bob]   Loss=+0.0037  Val=0.3415  Rew=0.0022  ABC=-1.0601  SR=0.2727
  Iter  550 | [Alice] Loss=+0.2069  Val=0.2942  Rew=1.1855  Ent=0.0500  || [Bob]   Loss=+0.0046  Val=0.2264  Rew=0.0011  ABC=-1.1221  SR=0.1704
  Iter  550 | [Alice] Loss=+0.0350  Val=0.7618  Rew=2.7520  Ent=0.0500  || [Bob]   Loss=-0.0012  Val=0.2810  Rew=0.0037  ABC=-1.1081  SR=0.2343
  Iter  550 | [Alice] Loss=+0.0444  Val=0.2823  Rew=1.0527  Ent=0.0500  || [Bob]   Loss=+0.0222  Val=0.3706  Rew=0.0023  ABC=-1.1146  SR=0.2370
  Iter  550 | [Alice] Loss=+0.1325  Val=0.6319  Rew=2.3477  Ent=0.0500  || [Bob]   Loss=-0.0026  Val=0.3198  Rew=0.0032  ABC=-1.1026  SR=0.2239
  Iter  550 | [Alice] Loss=+0.0236  Val=0.5434  Rew=1.9121  Ent=0.0500  || [Bob]   Loss=+0.0052  Val=0.3276  Rew=0.0026  ABC=-1.0622  SR=0.2266
  Iter  551 | [Alice] Loss=+0.0541  Val=0.5853  Rew=2.1816  Ent=0.0500  || [Bob]   Loss=+0.0025  Val=0.2351  Rew=0.0022  ABC=-1.1485  SR=0.2513
  Iter  551 | [Alice] Loss=+0.0961  Val=0.3538  Rew=1.4238  Ent=0.0500  || [Bob]   Loss=+0.0155  Val=0.2916  Rew=0.0018  ABC=-1.1304  SR=0.1698
  Iter  551 | [Alice] Loss=+0.1764  Val=0.1014  Rew=0.4043  Ent=0.0500  || [Bob]   Loss=+0.0243  Val=0.4692  Rew=0.0012  ABC=0.0000  SR=0.2805
  Iter  551 | [Alice] Loss=+0.0444  Val=0.6741  Rew=2.4883  Ent=0.0500  || [Bob]   Loss=+0.0041  Val=0.2897  Rew=0.0033  ABC=-1.1137  SR=0.2201
  Iter  551 | [Alice] Loss=+0.0199  Val=0.5794  Rew=2.0527  Ent=0.0500  || [Bob]   Loss=+0.0098  Val=0.3388  Rew=0.0033  ABC=-1.0853  SR=0.2576
  Iter  552 | [Alice] Loss=+0.2236  Val=0.4087  Rew=1.5176  Ent=0.0500  || [Bob]   Loss=-0.0065  Val=0.2257  Rew=0.0011  ABC=-1.1409  SR=0.1622
  Iter  552 | [Alice] Loss=+0.2024  Val=0.2491  Rew=1.1426  Ent=0.0500  || [Bob]   Loss=-0.0137  Val=0.2396  Rew=0.0012  ABC=-1.1410  SR=0.2174
  Iter  552 | [Alice] Loss=+0.0497  Val=0.2878  Rew=1.0820  Ent=0.0500  || [Bob]   Loss=+0.0030  Val=0.2750  Rew=0.0013  ABC=-1.1206  SR=0.2667
  Iter  552 | [Alice] Loss=+0.1658  Val=0.4095  Rew=1.4902  Ent=0.0500  || [Bob]   Loss=+0.0107  Val=0.2881  Rew=0.0023  ABC=-1.1044  SR=0.2129
  Iter  552 | [Alice] Loss=+0.0046  Val=0.4747  Rew=1.8906  Ent=0.0500  || [Bob]   Loss=-0.0112  Val=0.3206  Rew=0.0022  ABC=-1.1098  SR=0.1806
  Iter  553 | [Alice] Loss=+0.0637  Val=0.7279  Rew=2.5312  Ent=0.0500  || [Bob]   Loss=+0.0032  Val=0.2546  Rew=0.0025  ABC=-1.0831  SR=0.1928
  Iter  553 | [Alice] Loss=+0.0461  Val=0.8071  Rew=2.8887  Ent=0.0500  || [Bob]   Loss=-0.0020  Val=0.2481  Rew=0.0035  ABC=-1.1200  SR=0.2659
  Iter  553 | [Alice] Loss=+0.1668  Val=0.0753  Rew=0.2949  Ent=0.0500  || [Bob]   Loss=+0.0482  Val=0.5242  Rew=0.0011  ABC=0.0000  SR=0.2676
  Iter  553 | [Alice] Loss=+0.0454  Val=0.7272  Rew=2.6934  Ent=0.0500  || [Bob]   Loss=+0.0005  Val=0.2724  Rew=0.0033  ABC=-1.1041  SR=0.2431
  Iter  553 | [Alice] Loss=+0.0422  Val=0.6290  Rew=2.1035  Ent=0.0500  || [Bob]   Loss=+0.0002  Val=0.3294  Rew=0.0034  ABC=-1.0662  SR=0.2936
  Iter  554 | [Alice] Loss=+0.0562  Val=0.7691  Rew=2.6172  Ent=0.0500  || [Bob]   Loss=-0.0011  Val=0.1996  Rew=0.0019  ABC=-1.0715  SR=0.1310
  Iter  554 | [Alice] Loss=+0.1342  Val=0.7393  Rew=2.3418  Ent=0.0500  || [Bob]   Loss=+0.0194  Val=0.3265  Rew=0.0035  ABC=-1.1097  SR=0.2547
  Iter  554 | [Alice] Loss=+0.0969  Val=0.3589  Rew=1.4492  Ent=0.0500  || [Bob]   Loss=-0.0077  Val=0.4543  Rew=0.0027  ABC=-1.1014  SR=0.3623
